label,folder_rel,sampled_frames,green_excess_mean,green_excess_median,green_ratio_mean,green_uniform_proxy
inaction,inaction/(1),14,7.664620535714286,7.691650390625,0.35008191017346046,7.691650390625
inaction,inaction/(10),16,4.668060302734375,4.36181640625,0.34323260149094514,4.36181640625
inaction,inaction/(11),16,9.489654541015625,9.5068359375,0.3571583987448313,9.5068359375
inaction,inaction/(12),16,4.797088623046875,3.852294921875,0.3486078525453929,3.852294921875
inaction,inaction/(13),16,12.126373291015625,12.557373046875,0.38402357478251964,12.557373046875
inaction,inaction/(14),16,8.386993408203125,7.179931640625,0.35916200598548315,7.179931640625
inaction,inaction/(2),16,8.584625244140625,9.2626953125,0.35428868974052924,9.2626953125
inaction,inaction/(3),16,2.300079345703125,1.375244140625,0.34035410265504207,1.375244140625
inaction,inaction/(4),16,-0.22015380859375,-0.208984375,0.33297066681154797,-0.208984375
inaction,inaction/(5),16,24.6785888671875,23.59814453125,0.3832363935831846,23.59814453125
inaction,inaction/(6),16,10.13824462890625,10.37890625,0.35712154221768455,10.37890625
inaction,inaction/(7),16,14.020660400390625,13.6220703125,0.3639533038857542,13.6220703125
inaction,inaction/(8),16,5.71514892578125,5.60986328125,0.3464409225377807,5.60986328125
inaction,inaction/(9),16,1.032440185546875,1.49853515625,0.33694184899764346,1.49853515625
inaction,inaction/14,8,7.2821044921875,7.270751953125,0.35031755174599233,7.270751953125
inaction,inaction/146,8,8.88604736328125,9.063720703125,0.35998538804810254,9.063720703125
inaction,inaction/32,8,1.40716552734375,1.39990234375,0.33632734370592976,1.39990234375
inaction,inaction/692,8,12.92559814453125,13.08837890625,0.36847721153655516,13.08837890625
inaction,inaction/tr_00012321,16,13.1685791015625,12.892822265625,0.36165358566182965,12.892822265625
inaction,inaction/tr_004_1,16,3.454132080078125,3.52880859375,0.33887808019962756,3.52880859375
inaction,inaction/tr_21312312,16,4.911224365234375,4.900146484375,0.3451170699776502,4.900146484375
inaction,inaction/tr_9991,16,2.39923095703125,2.791748046875,0.3398133234610934,2.791748046875
inaction,inaction/tr_in_12454124,16,16.558563232421875,16.90087890625,0.36604417489685537,16.90087890625
inaction,inaction/tr_in_231242,16,9.545166015625,9.16064453125,0.35791875515104377,9.16064453125
inaction,inaction/tr_in_41245124,16,0.18109130859375,-0.15673828125,0.33404020732260803,-0.15673828125
inaction,inaction/track_000005,16,9.009735107421875,7.9990234375,0.35615635874503654,7.9990234375
inaction,inaction/track_00003312321,16,1.926177978515625,1.929443359375,0.3392677383690793,1.929443359375
inaction,inaction/track_000052,16,9.79669189453125,10.393310546875,0.3695506724041637,10.393310546875
inaction,inaction/track_000130,16,10.1077880859375,10.6259765625,0.3631133073974248,10.6259765625
inaction,inaction/track_00028213213,16,3.60113525390625,3.07958984375,0.34629130172506145,3.07958984375
inaction,inaction/track_000306,16,15.990386962890625,17.016845703125,0.3785190889474347,17.016845703125
inaction,inaction/track_000451,16,16.35986328125,17.65380859375,0.36449041728772535,17.65380859375
inaction,inaction/track_000458,16,9.04595947265625,9.46875,0.35562135746326956,9.46875
inaction,inaction/track_000506,16,13.9405517578125,15.16748046875,0.3675211696142042,15.16748046875
inaction,inaction/track_001148,16,13.941864013671875,15.0009765625,0.36402805930719834,15.0009765625
inaction,inaction/track_001449,16,11.59478759765625,10.692626953125,0.36951963743677685,10.692626953125
move,move/(1),16,6.797271728515625,6.86669921875,0.3539920553412997,6.86669921875
move,move/(10),16,10.029083251953125,10.07958984375,0.3631162278525713,10.07958984375
move,move/(11),16,12.732513427734375,12.18603515625,0.36443155912581393,12.18603515625
move,move/(12),16,7.782501220703125,8.054443359375,0.3551999182756016,8.054443359375
move,move/(2),16,15.641357421875,15.218994140625,0.3681462138001712,15.218994140625
move,move/(3),16,14.562408447265625,13.592529296875,0.3637684474651618,13.592529296875
move,move/(4),16,-2.1363525390625,-2.296875,0.32934289585733195,-2.296875
move,move/(5),16,3.836395263671875,2.847900390625,0.34202655171806096,2.847900390625
move,move/(6),16,-2.875152587890625,-3.08251953125,0.32777929534317257,-3.08251953125
move,move/(8),16,9.8389892578125,9.997802734375,0.35742387339771753,9.997802734375
move,move/(9),16,11.962127685546875,12.6201171875,0.35463398651604194,12.6201171875
move,move/1030,8,18.649169921875,19.8857421875,0.3801889584336208,19.8857421875
move,move/1031,8,9.7386474609375,10.00732421875,0.35242027651205166,10.00732421875
move,move/1212321fsafsa,16,14.790802001953125,17.1591796875,0.3653158683277275,17.1591796875
move,move/126,8,5.7489013671875,6.200439453125,0.35048508832471226,6.200439453125
move,move/128,8,12.93365478515625,13.07861328125,0.36855541253739527,13.07861328125
move,move/129,8,6.86981201171875,7.075439453125,0.34680912954825044,7.075439453125
move,move/130,8,1.35089111328125,0.884033203125,0.33589121651308024,0.884033203125
move,move/136,8,9.1820068359375,7.52392578125,0.35700654158981193,7.52392578125
move,move/144,8,-2.21026611328125,-2.256591796875,0.3284512734028115,-2.256591796875
move,move/145,8,4.18109130859375,4.26123046875,0.3406400648600075,4.26123046875
move,move/21,8,12.32623291015625,14.927734375,0.36614537250008095,14.927734375
move,move/21_1,8,1.9891357421875,1.575927734375,0.339879370661654,1.575927734375
move,move/22,8,4.59478759765625,3.948486328125,0.3460011600421047,3.948486328125
move,move/24,8,15.946533203125,14.29248046875,0.37170584750259617,14.29248046875
move,move/257,8,4.58929443359375,4.6025390625,0.3428010811990316,4.6025390625
move,move/26,8,7.4195556640625,7.484130859375,0.3517562543225715,7.484130859375
move,move/27,8,12.5611572265625,12.228515625,0.36439821157081476,12.228515625
move,move/48,8,9.7164306640625,9.63623046875,0.3553661351925876,9.63623046875
move,move/95,8,8.89520263671875,8.855224609375,0.3581063933451308,8.855224609375
move,move/mv_tr_21445009,16,7.442138671875,7.1552734375,0.3551291163090626,7.1552734375
move,move/tr_2312321,16,11.594146728515625,11.319091796875,0.35881168785609485,11.319091796875
move,move/tr_31245124,16,10.7205810546875,8.760009765625,0.3629716334636149,8.760009765625
move,move/tr_move_21321,16,10.8824462890625,10.46923828125,0.3560484165963873,10.46923828125
move,move/tr_move_2141254125,16,10.7919921875,10.91259765625,0.35480005367771755,10.91259765625
move,move/tr_rand_21321,9,-0.3707682291666667,0.169921875,0.3327392495923696,0.169921875
move,move/track_000007,16,4.276641845703125,3.648193359375,0.3444253132590837,3.648193359375
move,move/track_000015,16,2.362762451171875,1.56591796875,0.33916819690007655,1.56591796875
move,move/track_000016,16,3.7532958984375,3.506103515625,0.3435409406764685,3.506103515625
move,move/track_00003,16,2.282470703125,3.905029296875,0.3409620387748282,3.905029296875
move,move/track_000033,16,4.1533203125,3.5693359375,0.3421100433368642,3.5693359375
move,move/track_000058,16,8.48907470703125,8.68994140625,0.35134202533904413,8.68994140625
move,move/track_000063,16,3.452545166015625,3.5712890625,0.3438758114320037,3.5712890625
move,move/track_00007,11,2.014914772727273,1.81640625,0.33674505041502034,1.81640625
move,move/track_000073123213,16,17.065948486328125,16.7939453125,0.36919657494510355,16.7939453125
move,move/track_00011,16,18.923065185546875,19.24658203125,0.36786502885718486,19.24658203125
move,move/track_000111231234,16,14.530181884765625,15.765380859375,0.3705254009749297,15.765380859375
move,move/track_00012,16,7.374053955078125,6.75732421875,0.35365185143604677,6.75732421875
move,move/track_000135,16,4.3160400390625,2.34326171875,0.34427339495511655,2.34326171875
move,move/track_00014,16,7.232818603515625,5.841552734375,0.3523226544806838,5.841552734375
move,move/track_000163,16,5.117706298828125,5.372802734375,0.3488043604880547,5.372802734375
move,move/track_000164124ww,16,2.769500732421875,2.489013671875,0.3398304076194078,2.489013671875
move,move/track_000174,16,8.086151123046875,7.595947265625,0.3495935154281118,7.595947265625
move,move/track_000193,16,0.2825927734375,-0.249267578125,0.3349103766351791,-0.249267578125
move,move/track_000195,16,8.79803466796875,9.980224609375,0.3526847563327781,9.980224609375
move,move/track_00023,16,2.86761474609375,3.288330078125,0.33860091382248997,3.288330078125
move,move/track_00023mv231,16,8.55682373046875,7.887939453125,0.3526193234682469,7.887939453125
