label,folder_rel,sampled_frames,green_excess_mean,green_excess_median,green_ratio_mean,green_uniform_proxy,review_priority
move,move/1030,8,18.649169921875,19.8857421875,0.3801889584336208,19.8857421875,1.0
move,move/track_00011,16,18.923065185546875,19.24658203125,0.36786502885718486,19.24658203125,2.0
move,move/track_00027,16,19.26336669921875,18.04736328125,0.3721039611252817,18.04736328125,3.0
move,move/1212321fsafsa,16,14.790802001953125,17.1591796875,0.3653158683277275,17.1591796875,4.0
move,move/track_000073123213,16,17.065948486328125,16.7939453125,0.36919657494510355,16.7939453125,5.0
move,move/track_000710,16,18.051116943359375,16.47705078125,0.37433253802649474,16.47705078125,6.0
move,move/track_000111231234,16,14.530181884765625,15.765380859375,0.3705254009749297,15.765380859375,7.0
move,move/(2),16,15.641357421875,15.218994140625,0.3681462138001712,15.218994140625,8.0
move,move/track_001051,11,15.632279829545455,15.0966796875,0.378811468697619,15.0966796875,9.0
move,move/21,8,12.32623291015625,14.927734375,0.36614537250008095,14.927734375,10.0
move,move/track_000374124214,16,14.214691162109375,14.79638671875,0.36255843985790787,14.79638671875,11.0
move,move/track_00036,16,14.072296142578125,14.6611328125,0.3609384178543352,14.6611328125,12.0
move,move/24,8,15.946533203125,14.29248046875,0.37170584750259617,14.29248046875,13.0
move,move/track_000269,16,15.829437255859375,13.968017578125,0.36675324928559444,13.968017578125,14.0
move,move/(3),16,14.562408447265625,13.592529296875,0.3637684474651618,13.592529296875,15.0
move,move/track_000275,12,12.644490559895834,13.357177734375,0.3634026147572699,13.357177734375,16.0
move,move/128,8,12.93365478515625,13.07861328125,0.36855541253739527,13.07861328125,17.0
move,move/(9),16,11.962127685546875,12.6201171875,0.35463398651604194,12.6201171875,18.0
move,move/track_000386,16,11.39080810546875,12.32763671875,0.35807636735409487,12.32763671875,19.0
move,move/27,8,12.5611572265625,12.228515625,0.36439821157081476,12.228515625,20.0
move,move/track_000472,16,12.222747802734375,12.187255859375,0.35943252703849926,12.187255859375,21.0
move,move/(11),16,12.732513427734375,12.18603515625,0.36443155912581393,12.18603515625,22.0
move,move/track_00071,16,11.800079345703125,11.881591796875,0.35870115925295903,11.881591796875,23.0
move,move/tr_2312321,16,11.594146728515625,11.319091796875,0.35881168785609485,11.319091796875,24.0
move,move/tr_move_2141254125,16,10.7919921875,10.91259765625,0.35480005367771755,10.91259765625,25.0
move,move/tr_move_21321,16,10.8824462890625,10.46923828125,0.3560484165963873,10.46923828125,26.0
move,move/track_00028mv12321321,16,11.024566650390625,10.192138671875,0.35547680895696915,10.192138671875,27.0
move,move/(10),16,10.029083251953125,10.07958984375,0.3631162278525713,10.07958984375,28.0
move,move/track_001488,16,11.869476318359375,10.0107421875,0.35652476132247624,10.0107421875,29.0
move,move/1031,8,9.7386474609375,10.00732421875,0.35242027651205166,10.00732421875,30.0
move,move/(8),16,9.8389892578125,9.997802734375,0.35742387339771753,9.997802734375,31.0
move,move/track_002421,16,9.747955322265625,9.98876953125,0.3578130358072286,9.98876953125,32.0
move,move/track_000195,16,8.79803466796875,9.980224609375,0.3526847563327781,9.980224609375,33.0
move,move/48,8,9.7164306640625,9.63623046875,0.3553661351925876,9.63623046875,34.0
move,move/track_000256,16,10.254608154296875,9.57421875,0.3648812794674743,9.57421875,35.0
move,move/track_000699,9,9.184950086805555,9.32666015625,0.35119196772152506,9.32666015625,36.0
move,move/95,8,8.89520263671875,8.855224609375,0.3581063933451308,8.855224609375,37.0
move,move/tr_31245124,16,10.7205810546875,8.760009765625,0.3629716334636149,8.760009765625,38.0
move,move/track_000058,16,8.48907470703125,8.68994140625,0.35134202533904413,8.68994140625,39.0
move,move/track_000280,14,8.415213448660714,8.48291015625,0.34899397518098835,8.48291015625,40.0
move,move/track_001302,16,8.155548095703125,8.204345703125,0.3495260533305981,8.204345703125,41.0
move,move/(12),16,7.782501220703125,8.054443359375,0.3551999182756016,8.054443359375,42.0
move,move/track_00023mv231,16,8.55682373046875,7.887939453125,0.3526193234682469,7.887939453125,43.0
move,move/track_000174,16,8.086151123046875,7.595947265625,0.3495935154281118,7.595947265625,44.0
move,move/136,8,9.1820068359375,7.52392578125,0.35700654158981193,7.52392578125,45.0
move,move/26,8,7.4195556640625,7.484130859375,0.3517562543225715,7.484130859375,46.0
move,move/mv_tr_21445009,16,7.442138671875,7.1552734375,0.3551291163090626,7.1552734375,47.0
move,move/129,8,6.86981201171875,7.075439453125,0.34680912954825044,7.075439453125,48.0
move,move/(1),16,6.797271728515625,6.86669921875,0.3539920553412997,6.86669921875,49.0
move,move/track_00012,16,7.374053955078125,6.75732421875,0.35365185143604677,6.75732421875,50.0
move,move/track_000594,16,9.054168701171875,6.4736328125,0.3545299267491086,6.4736328125,51.0
move,move/126,8,5.7489013671875,6.200439453125,0.35048508832471226,6.200439453125,52.0
move,move/track_000294,16,6.06756591796875,5.92919921875,0.3449124118178831,5.92919921875,53.0
move,move/track_000288,16,5.562225341796875,5.875244140625,0.34304043356419245,5.875244140625,54.0
move,move/track_00014,16,7.232818603515625,5.841552734375,0.3523226544806838,5.841552734375,55.0
move,move/track_000382we,16,7.68048095703125,5.836181640625,0.356607512922248,5.836181640625,56.0
move,move/track_000407,16,5.9576416015625,5.535888671875,0.3472226146839177,5.535888671875,57.0
move,move/track_000745,16,4.861480712890625,5.39697265625,0.3448287687215187,5.39697265625,58.0
move,move/track_000163,16,5.117706298828125,5.372802734375,0.3488043604880547,5.372802734375,59.0
move,move/track_000504,16,3.93121337890625,4.7373046875,0.34015052229195003,4.7373046875,60.0
move,move/track_000284,16,5.937774658203125,4.71826171875,0.349791730313176,4.71826171875,61.0
move,move/257,8,4.58929443359375,4.6025390625,0.3428010811990316,4.6025390625,62.0
move,move/track_000289,16,4.1627197265625,4.389404296875,0.34529777819412144,4.389404296875,63.0
move,move/track_000634,11,4.411088423295454,4.2744140625,0.3445167728819713,4.2744140625,64.0
move,move/track_000431,16,5.93499755859375,4.267333984375,0.3526056550032494,4.267333984375,65.0
move,move/145,8,4.18109130859375,4.26123046875,0.3406400648600075,4.26123046875,66.0
move,move/22,8,4.59478759765625,3.948486328125,0.3460011600421047,3.948486328125,67.0
move,move/track_00003,16,2.282470703125,3.905029296875,0.3409620387748282,3.905029296875,68.0
move,move/track_001128,16,4.366943359375,3.876708984375,0.3417729045917369,3.876708984375,69.0
move,move/track_000585,16,3.224945068359375,3.821044921875,0.34201409247522935,3.821044921875,70.0
move,move/track_000659,15,3.553938802083333,3.67529296875,0.3445083780909658,3.67529296875,71.0
move,move/track_000502,16,4.13409423828125,3.67138671875,0.3416782608594292,3.67138671875,72.0
move,move/track_000993,16,3.189056396484375,3.653076171875,0.33950723430423646,3.653076171875,73.0
move,move/track_000007,16,4.276641845703125,3.648193359375,0.3444253132590837,3.648193359375,74.0
move,move/track_000063,16,3.452545166015625,3.5712890625,0.3438758114320037,3.5712890625,75.0
move,move/track_000033,16,4.1533203125,3.5693359375,0.3421100433368642,3.5693359375,76.0
move,move/track_000016,16,3.7532958984375,3.506103515625,0.3435409406764685,3.506103515625,77.0
move,move/track_00023,16,2.86761474609375,3.288330078125,0.33860091382248997,3.288330078125,78.0
move,move/track_000292,16,2.750396728515625,3.13623046875,0.3388131386258293,3.13623046875,79.0
move,move/(5),16,3.836395263671875,2.847900390625,0.34202655171806096,2.847900390625,80.0
move,move/track_000164124ww,16,2.769500732421875,2.489013671875,0.3398304076194078,2.489013671875,81.0
move,move/track_00060,16,3.7127685546875,2.465087890625,0.346453662310479,2.465087890625,82.0
move,move/track_000135,16,4.3160400390625,2.34326171875,0.34427339495511655,2.34326171875,83.0
move,move/track_000656,16,0.3245849609375,2.229248046875,0.3341333841439801,2.229248046875,84.0
move,move/track_000325,16,3.694000244140625,2.100830078125,0.34493914861809155,2.100830078125,85.0
move,move/track_000597,16,1.6397705078125,2.038818359375,0.33794121749973866,2.038818359375,86.0
move,move/track_00007,11,2.014914772727273,1.81640625,0.33674505041502034,1.81640625,87.0
move,move/track_001290,16,1.393157958984375,1.73681640625,0.33629465710376516,1.73681640625,88.0
move,move/21_1,8,1.9891357421875,1.575927734375,0.339879370661654,1.575927734375,89.0
move,move/track_000015,16,2.362762451171875,1.56591796875,0.33916819690007655,1.56591796875,90.0
move,move/track_000347,16,1.5675048828125,1.46044921875,0.3378485652222868,1.46044921875,91.0
move,move/track_00033213213,16,1.873565673828125,1.39013671875,0.3377013571412289,1.39013671875,92.0
move,move/track_000467,16,1.213043212890625,1.219970703125,0.3360716727200602,1.219970703125,93.0
move,move/130,8,1.35089111328125,0.884033203125,0.33589121651308024,0.884033203125,94.0
move,move/track_001107,9,2.0540364583333335,0.7734375,0.3373744619702814,0.7734375,95.0
move,move/tr_rand_21321,9,-0.3707682291666667,0.169921875,0.3327392495923696,0.169921875,96.0
move,move/track_000193,16,0.2825927734375,-0.249267578125,0.3349103766351791,-0.249267578125,97.0
move,move/track_000489,16,-0.608978271484375,-0.4267578125,0.33207425807211116,-0.4267578125,98.0
move,move/track_000730,16,-0.047027587890625,-0.435546875,0.33311074520122846,-0.435546875,99.0
move,move/track_002315,16,0.076934814453125,-0.66162109375,0.3331791249434817,-0.66162109375,100.0
move,move/track_000582,16,-0.343902587890625,-0.67822265625,0.33229522819208923,-0.67822265625,101.0
move,move/track_002239,16,-0.736968994140625,-1.132568359375,0.331757233336718,-1.132568359375,102.0
move,move/144,8,-2.21026611328125,-2.256591796875,0.3284512734028115,-2.256591796875,103.0
move,move/(4),16,-2.1363525390625,-2.296875,0.32934289585733195,-2.296875,104.0
move,move/track_000724,16,-2.047760009765625,-2.747802734375,0.3294341391689612,-2.747802734375,105.0
move,move/(6),16,-2.875152587890625,-3.08251953125,0.32777929534317257,-3.08251953125,106.0
